Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     0.009270414,26564249,28227904,218688,296907,409797,10268
     0.009636286,778202,1011012,2178,13145,11963,3065
