Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     1.298954349,17723245998,15077200895,7211228,58214733,45109574,892889
     1.299865159,23217757,23773125,26323,71629,68475,20962
