Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     0.006913624,18786894,23566632,154623,268789,296412,11529
     0.007216107,731602,934730,2292,12272,13802,3336
