Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     0.002044164,6271770,6347637,42684,86650,122970,8354
     0.002202165,582847,437488,1618,9506,9594,746
