Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     0.781157041,4654878917,3883121559,5173224,24908033,17218365,670142
     1.087117513,2219847695,1780384552,596884,10830971,9009753,84154
     1.090362275,11544679,10816516,82106,276196,296032,94244
